,prdlstReportNo,disliked
829,198803831271169,8
830,19830262001422,8
831,20050405012100,8
832,200706112004,8
833,19950262006158,8
834,20000498027172,8
835,19830614003105,8
836,19930199349630,8
837,2008012500249,8
838,2005040500383,8
839,1972012500127,8
840,19980405001306,8
841,19910492029734,8
842,201601250254,8
843,19860309018751,8
844,19750621001214,8
845,2006040501427,8
846,19830262001499,8
847,1998026202028,8
848,20020503054102,8
849,2014026208244,8
850,20030532009178,8
851,2003053200934,8
852,19920461131130,8
853,199503380155926,8
854,19830358021113,8
855,20080262106121,8
856,19960262002360,8
857,19950492079248,8
858,19930607450321,8
859,2008040501550,8
860,20090262045162,8
861,19930607450134,8
862,1990026200120,8
863,19930607450215,8
864,19960262002303,8
865,20130405045140,8
866,1990026200169,8
867,2012051205559,8
868,20080405015140,8
869,19830358021217,8
870,19930607450324,8
871,20100372386178,8
872,20030532009145,8
873,2007040501433,8
874,2005040500338,8
875,2012018902411,8
876,2014040502575,8
877,20030614307102,8
878,200204480163,8
879,19950262006327,8
880,19880383127867,8
881,197202880023251,8
882,2008040501598,8
883,200003470522050,8
884,19960262002176,8
885,19930607450291,8
886,2005040501045,8
887,20030532009140,8
888,19990607939209,8
889,2005040500317,8
890,19990461386475,8
891,19980308080203,8
892,19830358021463,8
893,2011040502171,8
894,19840607028160,8
895,2000026202516,8
896,20000498027236,8
897,200702620734,8
898,19830358021439,8
899,19960188088539,8
900,20080275077268,8
901,1992046113189,8
902,200601570053,8
903,19940532001118,8
904,2011026204212,8
905,20030154676202,8
906,19960262002301,8
907,19830262001396,8
908,20080405015149,8
909,2008040501519,8
910,20050405003158,8
911,2010033305537,8
912,19830308010164,8
913,1994026200157,8
914,2011026204213,8
915,2001026202624,8
916,199503380158062,8
917,20060405019206,8
918,20030262047235,8
919,19960262002408,8
920,19930607450185,8
921,20150493208100,8
922,2003026203578,8
923,20100262092178,8
924,2007049216237,8
925,200203364251323,8
926,19830358021392,8
927,20030189006545,8
928,199503380157379,8
929,19790257001181,8
930,201502130101,8
931,2000049802780,8
932,2007049216227,8
933,19940449005216,8
934,198803831271078,8
935,19860309018635,8
936,2002044801693,8
937,19830358021401,8
938,19800347002375,8
939,19880445009652,8
940,200702620024,8
941,20040355580166,8
942,19980262020332,8
943,19720125001191,8
944,199306074507,8
945,19840607028113,8
946,200604480144,8
947,19830262001484,8
948,19860309018644,8
949,2013040504581,8
950,20000498027212,8
951,2014015703911,8
952,19900262001313,8
953,19990461386514,8
954,2013040504532,8
955,19940532001171,8
956,20000498027260,8
957,2011044801439,8
958,2014045656347,8
959,201502621742,8
960,20030532009216,8
961,1994053200155,8
962,19930607450191,8
963,19980476001182,8
964,19920461131126,8
965,20020257167716,8
966,20070405014222,8
967,2009026204555,8
968,19860309018490,8
969,20070443110106,8
970,19960262002344,8
971,20070262044106,8
972,19960262002409,8
973,19830358021402,8
974,2006060794632,8
975,2011040502162,8
976,2003053200913,8
977,2002044801510,8
978,197202880023253,8
979,19920461131161,8
980,2007040501465,8
981,2013018901116,8
982,1994053200196,8
983,2002025728437,8
984,1986036000721,8
985,20030189006289,8
986,20040355580165,8
987,19830358021157,8
988,2008040501518,8
989,19980262020356,8
990,19800347002340,8
991,20080448008129,8
992,20070405014132,8
993,2004035558065,8
994,199503380157394,8
995,199306074503,8
996,19990461386449,8
997,20070405014161,8
998,19830358021215,8
999,2007040501413,8
1000,1983026200127,8
1001,2004035558047,8
1002,2014015703923,8
1003,1992030803863,8
1004,19830358021416,8
1005,2006024237664,8
1006,20020368316166,8
1007,19960262002247,8
1008,19900262001279,8
1009,1972015400183,8
1010,2005040500382,8
1011,19960262002300,8
1012,2007040501466,8
1013,19830358021407,8
1014,2012023000923,8
1015,20040360494116,8
1016,19830308010221,8
1017,201404480351,8
1018,20080338223506,8
1019,20030189006262,8
1020,19930607450320,8
1021,200204610735228,8
1022,19830358021389,8
1023,20050405010152,8
1024,19980189001403,8
1025,2003062600298,8
1026,20080435169108,8
1027,199201542365,8
1028,2006040504737,8
1029,20030154676387,8
1030,19980467010377,8
1031,19930443028704,8
1032,20080448008120,8
1033,2012053202157,8
1034,1999054116068,8
1035,201204050074,8
1036,19980476001191,8
1037,19980448010157,8
1038,19980476001223,8
1039,19830358021266,8
1040,201302620326,8
1041,2014044803583,8
1042,20100262046150,8
1043,2008035829111,8
1044,2014015700948,8
1045,19830262001353,8
1046,2003053200984,8
1047,20050405003182,8
1048,1992015423635,8
1049,19830262001385,8
1050,198803831271062,8
1051,2011044801011,8
1052,19960262002180,8
1053,1989026200214,8
1054,19830358021428,8
1055,2009040501038,8
1056,20000498027237,8
1057,19940449005121,8
1058,19950492079386,8
1059,19880445009421,8
1060,19720125001119,8
1061,19930607450200,8
1062,20100380269284,8
1063,20070405014223,8
1064,2008040501538,8
1065,19860360007327,8
1066,20040262044145,8
1067,1999014439646,8
1068,19980476001236,8
1069,1981030804686,8
1070,19830358021427,8
1071,2012033210829,8
1072,20000149041248,8
1073,2011026204716,8
1074,2011050200592,8
1075,2002025728469,8
1076,2015026207010,8
1077,19930262005204,8
1078,19900262001117,8
1079,19920461131162,8
1080,2008033822323,8
1081,20000498027270,8
1082,19900262001346,8
1083,2007040502563,8
1084,20090188032222,8
1085,2002044801696,8
1086,19960262001420,8
1087,19940262001107,8
1088,19930555148138,8
1089,19900262001278,8
1090,20090188032173,8
1091,20020484986273,8
1092,20110262042115,8
1093,2008061458418,8
1094,19930607450101,8
1095,19810415001114,8
1096,20030262047292,8
1097,20070405014168,8
1098,19920461131172,8
1099,19970262007111,8
1100,1992038012863,8
1101,20010445055302,8
1102,2005040501099,8
1103,19860309018131,8
1104,20010549541102,8
1105,2005040501293,8
1106,2008033822324,8
1107,2011026204718,8
1108,19980476001241,8
1109,19880445009925,8
1110,19920444004237,8
1111,19910492029755,8
1112,19930607450283,8
1113,20030262047285,8
1114,201504050275,8
1115,19870190051510,8
1116,19900262001371,8
1117,2013015707530,8
1118,201302622144,8
1119,19980189001303,8
1120,2014015703918,8
1121,20090311271296,8
1122,20030189006299,8
1123,19880445009196,8
1124,2008040501537,8
1125,2011026203252,8
1126,19930607450284,8
1127,200204610737790,8
1128,20060607946364,8
1129,19970443119169,8
1130,2012051205571,8
1131,19760487005144,8
1132,19980262020351,8
1133,19830358021414,8
1134,2001054954126,8
1135,20120512055148,8
1136,19730443003469,8
1137,2008040502713,8
1138,20100380269276,8
1139,20030532009173,8
1140,2010026205748,8
1141,19960262002302,8
1142,2002025728470,8
1143,2013015707518,8
1144,2011026204234,8
1145,2008012500250,8
1146,20170275045106,8
1147,19930607450193,8
1148,20030262047169,8
1149,20020614179792,8
1150,20030532009138,8
1151,2006044801410,8
1152,201404815331,8
1153,20120512055135,8
1154,19900262001318,8
1155,19980476001165,8
1156,20060405019204,8
1157,19870415003287,8
1158,19830614003108,8
1159,19880442004668,8
1160,2013040500763,8
1161,20030532009110,8
1162,2010046711775,8
1163,2010046711778,8
1164,19980476001227,8
1165,19980405001288,8
1166,2012051205513,8
1167,1989026200242,8
1168,19720125001113,8
1169,2009025721379,8
1170,20040360494114,8
1171,19970443119131,8
1172,20100262066334,8
1173,20010549541108,8
1174,1972012500157,8
1175,19940449005116,8
1176,200002620251,8
1177,2008040501545,8
1178,1972012500181,8
1179,19910144038534,8
1180,19860309018374,8
1181,20030532009190,8
1182,19840221008173,8
1183,2010033305550,8
1184,19960144406180,8
1185,20100380269190,8
1186,19720125001159,8
1187,198803831271005,8
1188,20120512055129,8
1189,20020257284135,8
1190,19830358021112,8
1191,2002025728439,8
1192,20140262016104,8
1193,199503380157092,8
1194,2002044801685,8
1195,19980476001111,8
1196,201205120552,8
1197,200204610735561,8
1198,19950262006266,8
1199,20030614307245,8
1200,19900262001128,8
1201,19930607450171,8
1202,20080405015110,8
1203,198804490041611,8
1204,200702620028,8
1205,19830262001354,8
1206,19880445009550,8
1207,2013040504214,8
1208,2013050202158,8
1209,2011026203211,8
1210,2005040500331,8
1211,19960262002285,8
1212,19830358021465,8
1213,2016040503012,8
1214,19980476001190,8
1215,2011026204772,8
1216,20000498027165,8
1217,2015026207018,8
1218,19760342001371,8
1219,19980405001307,8
1220,2007026205457,8
1221,2006029460446,8
1222,20070405014158,8
1223,2005040500378,8
1224,1972015400170,8
1225,20040360494175,8
1226,19950492079423,8
1227,19930607450282,8
1228,2002025728457,8
1229,20040355580109,8
1230,19880449004255,8
1231,2006040501988,8
1232,19900262001246,8
1233,19830358021468,8
1234,19960262002101,8
1235,200304432172568,8
1236,2003026204731,8
1237,19720125001102,8
1238,2013044522747,8
1239,1972012500131,8
1240,20060607946144,8
1241,2012023000929,8
1242,2011026204295,8
1243,20040360494104,8
1244,2011026203243,8
1245,2001049335879,8
1246,1993060745070,8
1247,2013026203215,8
1248,20050405003183,8
1249,19970443119230,8
1250,200604452199,8
1251,1993060745083,8
1252,1972012500190,8
1253,20050405003181,8
1254,20090200096184,8
1255,2003062600285,8
1256,20030532009203,8
1257,20000498027238,8
1258,20070443110217,8
1259,20010445055421,8
1260,19830358021411,8
1261,200302620472,8
1262,19870190051412,8
1263,2012051205592,8
1264,2012051205593,8
1265,1983035802135,8
1266,20090311271135,8
1267,2006060794665,8
1268,20040262044160,8
1269,2005040501036,8
1270,2003026203517,8
1271,19980308080202,8
1272,19760342001370,8
1273,20150445222141,8
1274,20090501020123,8
1275,2005060815480,8
1276,20000498027259,8
1277,19950492079293,8
1278,19880445009735,8
1279,19930607450299,8
1280,20050405003111,8
1281,2006024237660,8
1282,2002018900421,8
1283,19980476001255,8
1284,1994053200185,8
1285,197202880023305,8
1286,2013050202159,8
1287,19880445009103,8
1288,19760487005200,8
1289,20080614050171,8
1290,2009062600116,8
1291,20140262037125,8
1292,19940532001126,8
1293,19840415001286,8
1294,201505320194,8
1295,20030262047291,8
1296,2010018901754,8
1297,2001044505598,8
1298,1996026200452,8
1299,2006060796499,8
1300,2011026204765,8
1301,1998026203439,8
1302,2003018900214,8
1303,19930607450108,8
1304,2005040500325,8
1305,19940532001158,8
1306,2003026204754,8
1307,19960262002173,8
1308,2006060796488,8
1309,19930607450286,8
1310,20030532009205,8
1311,199503380156830,8
1312,200104480066,8
1313,2011026204799,8
1314,20000498027171,8
1315,2011026204229,8
1316,2006040501965,8
1317,1998047600153,8
1318,19820481021170,8
1319,20030262047146,8
1320,1996026200437,8
1321,2011026203228,8
1322,19930199349480,8
1323,20090262045138,8
1324,19930607450210,8
1325,199503380155927,8
1326,20100380269287,8
1327,201604050301,8
1328,1971048700213,8
1329,2002044801692,8
1330,2008061405077,8
1331,20150405027147,8
1332,20030189006356,8
1333,20020464088173,8
1334,1972015400111,8
1335,19900262001345,8
1336,2004023000149,8
1337,2006040501942,8
1338,200104480065,8
1339,19980405001302,8
1340,1996026200250,8
1341,1994044900578,8
1342,19940532001121,8
1343,20020383603272,8
1344,19940532001128,8
1345,19870190051540,8
1346,20050405003127,8
1347,1984041500191,8
1348,2002044801631,8
1349,199202620015,8
1350,2009025721364,8
1351,199202620017,8
1352,2010026206677,8
1353,2003053200965,8
1354,20000498027174,8
1355,1997026200787,8
1356,19900262001244,8
1357,19830262001136,8
1358,20080435168745,8
1359,20070435326594,8
1360,2003040500434,8
1361,1986039501378,8
1362,2007040501438,8
1363,20100262046136,8
1364,2010062600333,8
1365,19990461386470,8
1366,19970262007148,8
1367,2015047603436,8
1368,2014044800740,8
1369,20050344318132,8
1370,19930607450213,8
1371,199704431195,8
1372,19930262005121,8
1373,2007040501432,8
1374,20090262045120,8
1375,19940532001142,8
1376,2012051205517,8
1377,2005040500351,8
1378,19980476001211,8
1379,20000498027263,8
1380,2010026205727,8
1381,2001026202666,8
1382,2003062600272,8
1383,19920461131143,8
1384,19910492029723,8
1385,20050405003169,8
1386,19900262001341,8
1387,19930607450315,8
1388,19920461131164,8
1389,2007040501439,8
1390,19930607450296,8
1391,20030189006287,8
1392,2007040501487,8
1393,20130405045144,8
1394,20120512055150,8
1395,2005040500322,8
1396,1972012500195,8
1397,2005040500377,8
1398,20020257284165,8
1399,19930262005100,8
1400,19930607450204,8
1401,19910449004201,8
1402,2011044801319,8
1403,19720125001117,8
1404,19980476001263,8
1405,19720125001104,8
1406,1972012500121,8
1407,19980262020349,8
1408,200702620736,8
1409,19830358021245,8
1410,19900262001366,8
1411,20050405003184,8
1412,19930262005187,8
1413,19880445009587,8
1414,19880445009586,8
1415,20100262066325,8
1416,19830262001199,8
1417,200202620835,8
1418,20080405015143,8
1419,1998026203436,8
1420,2011026204751,8
1421,20150445222384,8
1422,19830262001346,8
1423,20000498027173,8
1424,20020257167812,8
1425,1993060745056,8
1426,19990461386472,8
1427,2004035558083,8
1428,2014037038921,8
1429,2015047603437,8
1430,2003026204755,8
1431,199503380157427,8
1432,198803110012,8
1433,1972012500191,8
1434,20030532009199,8
1435,200203364251289,8
1436,20070405014196,8
1437,2015026208313,8
1438,19910492029732,8
1439,2013015707571,8
1440,2004035558091,8
1441,1972012500193,8
1442,2010062600334,8
1443,19980476001234,8
1444,1981041500157,8
1445,198803831271215,8
1446,20050405003146,8
1447,1993060745042,8
1448,19950492079321,8
1449,19980476001243,8
1450,200803382237,8
1451,2005040500379,8
1452,19990368450566,8
1453,19830358021431,8
1454,19950492079234,8
1455,1999046710745,8
1456,2006040502851,8
1457,19930607450234,8
1458,2001026202617,8
1459,201401570393,8
1460,2003018900231,8
1461,1998047600177,8
1462,1996026200289,8
1463,2014049502510,8
1464,19980448005173,8
1465,20070435326601,8
1466,200203364251536,8
1467,19830262001368,8
1468,19930607450172,8
1469,20150445222233,8
1470,1993060745073,8
1471,19860309018495,8
1472,19980262020171,8
1473,19990364158492,8
1474,19830262001441,8
1475,20080445208217,8
1476,19830358021417,8
1477,19830358021413,8
1478,20010445055303,8
1479,19950262006221,8
1480,20070435326757,8
1481,201302620321,8
1482,20070405014124,8
1483,19980476001272,8
1484,19930199349797,8
1485,199503380157144,8
1486,2004026203596,8
1487,2012053202152,8
1488,19830262001298,8
1489,19830358021216,8
1490,2010026205743,8
1491,199503380157129,8
1492,2014026207815,8
1493,19970443119175,8
1494,2011037253249,8
1495,20080493074248,8
1496,2006044801466,8
1497,19980476001226,8
1498,19830262001445,8
1499,2011026203253,8
1500,2008040501522,8
1501,19930607450195,8
1502,200105495411,8
1503,20060405004102,8
1504,2007026205411,8
1505,19930607450322,8
1506,1971048700240,8
1507,2013050202153,8
1508,20010445055215,8
1509,19900262001383,8
1510,19930607450251,8
1511,2008040501515,8
1512,2006040501937,8
1513,19930607450111,8
1514,2006058801738,8
1515,201505320182,8
1516,200306260029,8
1517,20020614179396,8
1518,19920461131118,8
1519,2008038023937,8
1520,20010445055420,8
1521,201302622143,8
1522,19840221008170,8
1523,2008044520812,8
1524,2002026202733,8
1525,19900262001237,8
1526,19980262034523,8
1527,2009040501011,8
1528,2008040501533,8
1529,20070405014106,8
1530,19830358021323,8
1531,20090200096185,8
1532,19870415003254,8
1533,2012040500724,8
1534,19900262001386,8
1535,2008040501561,8
1536,19920461131132,8
1537,19720125001149,8
1538,2011044801438,8
1539,20100262092183,8
1540,2008028585815,8
1541,19980449002553,8
1542,1992026200123,8
1543,19720154001369,8
1544,19930607450250,8
1545,20000498027284,8
1546,20000368176140,8
1547,19880442004634,8
1548,19830614003107,8
1549,19830358021363,8
1550,2004039415870,8
1551,1983035802153,8
1552,19960262002335,8
1553,2002044801657,8
1554,20000498027227,8
1555,2013015707574,8
1556,2010046711771,8
1557,20150445222140,8
1558,19900262001302,8
1559,19940449005122,8
1560,20070443110247,8
1561,1986030901885,8
1562,20050555180509,8
1563,19990461386410,8
1564,19870415003250,8
1565,2008040501532,8
1566,19920461131104,8
1567,19980476001201,8
1568,20000498027206,8
1569,19830262001440,8
1570,19830262001194,8
1571,2008061458411,8
1572,20010493358670,8
1573,19980262034120,8
1574,20030532009189,8
1575,201204050075,8
1576,200204480154,8
1577,20030262047283,8
1578,198804490041049,8
1579,19980476001196,8
1580,19880445009947,8
1581,2008040501517,8
1582,19970443119265,8
1583,201601250255,8
1584,1994053200198,8
1585,200204480153,8
1586,20100380269193,8
1587,20030262047168,8
1588,19930607450271,8
1589,20030189006301,8
1590,20150445222237,8
1591,19870190051527,8
1592,19830262001477,8
1593,19880445009859,8
1594,19930607450177,8
1595,19930199349620,8
1596,198803831271280,8
1597,20000498027168,8
1598,19980262020293,8
1599,2014026207811,8
1600,19980189001455,8
1601,19860309018736,8
1602,2008040501536,8
1603,20030445056761,8
1604,2008061405085,8
1605,19930607450365,8
1606,1971048700243,8
1607,2006040501959,8
1608,2005060815459,8
1609,19820481021208,8
1610,20030189006593,8
1611,19970262007137,8
1612,20080448008122,8
1613,20100380269285,8
1614,201602621722,8
1615,2017038323133,8
1616,20000498027265,8
1617,19830262001221,8
1618,2012037900417,8
1619,2004035558067,8
1620,2008040501572,8
1621,1972012500180,8
1622,19930262005186,8
1623,19980262020137,8
1624,20000498027234,8
1625,19980476001206,8
1626,1993026200527,8
1627,200305320091,8
1628,2008040501527,8
1629,198804490041481,8
1630,20120512055101,8
1631,20040360494106,8
1632,2015047603443,8
1633,19720288002452,8
1634,19980476001250,8
1635,20030532009137,8
1636,19980189001322,8
1637,2003026203547,8
1638,199202620011,8
1639,2004018900736,8
1640,200204610734906,8
1641,20020189008236,8
1642,19920461131187,8
1643,19880589063223,8
1644,1992015423652,8
1645,19830262001228,8
1646,200905020024,8
1647,2011026204777,8
1648,19950492079296,8
1649,1994053200190,8
1650,20000498027211,8
1651,19930607450334,8
1652,19830262001421,8
1653,19980476001224,8
1654,20030532009155,8
1655,20000498027209,8
1656,1998026203432,8
1657,1972012500179,8
1658,20000498027283,8
1659,1983035802136,8
1660,20050405003118,8
1661,20080614587102,8
1662,2011040502172,8
1663,20130405045121,8
1664,19830415001166,8
1665,2015040501290,8
1666,19880442004389,8
1667,20110262047106,8
1668,199304430281216,8
1669,200803802399,8
1670,2005040501066,8
1671,199503380157407,8
1672,198804490041564,8
1673,20110372532141,8
1674,200804050153,8
1675,201102620429,8
1676,201403790187,8
1677,19910144038549,8
1678,198503680646,8
1679,1992015423650,8
1680,19830358021403,8
1681,2014018802830,8
1682,20030262047106,8
1683,1993060745020,8
1684,20060445219502,8
1685,19830358021388,8
1686,2014026208210,8
1687,19920461131125,8
1688,1986030901830,8
1689,20070435326771,8
1690,2008040501544,8
1691,2005040500372,8
1692,19870190051514,8
1693,19830614003102,8
1694,19950492079240,8
1695,1972012500140,8
1696,2001054954152,8
1697,19900262001293,8
1698,1990026200170,8
1699,2015044800211,8
1700,19980262020176,8
1701,19930607450225,8
1702,20070405014233,8
1703,19880442004622,8
1704,201502620701,8
1705,2006040501929,8
1706,1996026200451,8
1707,2003018900215,8
1708,19960262002235,8
1709,2004026203529,8
1710,2011040502160,8
1711,1992046113126,8
1712,2001044505531,8
1713,19830262001481,8
1714,2009026204516,8
1715,20050405010151,8
1716,200504050039,8
1717,2008040501562,8
1718,19830358021293,8
1719,2008061458421,8
1720,2005040500326,8
1721,19980262020335,8
1722,2007037233389,8
1723,19930555148362,8
1724,19880449004252,8
1725,2005040500364,8
1726,19830358021220,8
1727,20080448008121,8
1728,20070405014165,8
1729,19840221008135,8
1730,19830262001371,8
1731,2008040501563,8
1732,2013026226010,8
1733,2008040501542,8
1734,198804490041156,8
1735,19950262006143,8
1736,1984041500188,8
1737,2011044801318,8
1738,2007026205495,8
1739,19940532001124,8
1740,2013044522719,8
1741,2005041502052,8
1742,1972012500120,8
1743,19960262002224,8
1744,1992015423619,8
1745,2004035558019,8
1746,2010026204691,8
1747,19930607450304,8
1748,1972012500198,8
1749,20090311271223,8
1750,20100380269279,8
1751,20150445222151,8
1752,200204610737738,8
1753,19930606076276,8
1754,1992038012862,8
1755,20010445055337,8
1756,200803802393,8
1757,20120512055169,8
1758,20000370201257,8
1759,200204480151,8
1760,1994041502010,8
1761,20050405003107,8
1762,20140188028118,8
1763,198803831271260,8
1764,19880445009629,8
1765,2015044800222,8
1766,19980448010244,8
1767,1984041500189,8
1768,2003053200996,8
1769,2007026205430,8
1770,2012051205564,8
1771,199503380156405,8
1772,1994053200187,8
1773,19950492079320,8
1774,20080445208250,8
1775,20080517001246,8
1776,20020368316142,8
1777,19880445009838,8
1778,2013015707531,8
1779,19930262005203,8
1780,20000498027226,8
1781,20030532009197,8
1782,2014044800734,8
1783,2004035558071,8
1784,2007061120035,8
1785,19980476001261,8
1786,19920461131160,8
1787,2015026217422,8
1788,19980476001110,8
1789,19930262005240,8
1790,19830358021294,8
1791,201302130111,8
1792,2003062600245,8
1793,198302620018,8
1794,19980262034518,8
1795,20100380269305,8
1796,19930607450146,8
1797,1981041500148,8
1798,2013044522743,8
1799,2010033305534,8
1800,1969036400423,8
1801,19930607450119,8
1802,1998026202016,8
1803,201505320186,8
1804,2004023000147,8
1805,2005040500396,8
1806,1993060745075,8
1807,2006044521921,8
1808,20060445219500,8
1809,2005040500343,8
1810,20100262066148,8
1811,2006040501954,8
1812,19930443028298,8
1813,198804490041017,8
1814,20000498027183,8
1815,2003062600286,8
1816,19830358021150,8
1817,19980476001207,8
1818,19860309018384,8
1819,19960262002314,8
1820,2007049216226,8
1821,19940532001127,8
1822,19990461386355,8
1823,198804490041024,8
1824,1972012500182,8
1825,201102620421,8
1826,20010445055216,8
1827,19720288002787,8
1828,19910492029769,8
1829,20130405045288,8
1830,20120512055118,8
1831,201402620222,8
1832,20030532009162,8
1833,199503380157380,8
1834,1992046113165,8
1835,200901250091,8
1836,19760342001330,8
1837,201104050125,8
1838,20050405003112,8
1839,20050555180380,8
1840,2004035558090,8
1841,19930607450276,8
1842,2013026219328,8
1843,1998018900143,8
1844,1997015700146,8
1845,19960144406192,8
1846,19970262007277,8
1847,201304331027,8
1848,20000368176184,8
1849,2014040502578,8
1850,20050405010159,8
1851,201403113882,8
1852,1998036030735,8
1853,19720125001112,8
1854,1983061400333,8
1855,2005040500327,8
1856,2000026200846,8
1857,1996026200459,8
1858,19940532001177,8
1859,201302622601,8
1860,2012040500712,8
1861,19810415001115,8
1862,1992026200116,8
1863,197202880022985,8
1864,2007026205472,8
1865,20040262044159,8
1866,2014044803554,8
1867,19920461131168,8
1868,20080338223256,8
1869,19980476001208,8
1870,1972012500177,8
1871,2013026226018,8
1872,19930607450297,8
1873,198901890014,8
1874,1998047600111,8
1875,19880449004253,8
1876,2003026204720,8
1877,1984041500192,8
1878,20150445222148,8
1879,1972012500124,8
1880,200202215921592,8
1881,19980476001273,8
1882,198803831271714,8
1883,19830358021142,8
1884,2008040502752,8
1885,19930607450136,8
1886,2004036049051,8
1887,200306260021,8
1888,1998047600113,8
1889,1981030804687,8
1890,2009031127110,8
1891,20070405014118,8
1892,200606079466,8
1893,19830358021450,8
1894,2010046711739,8
1895,20120512055145,8
1896,200304432172565,8
1897,19880445009607,8
1898,19980476001242,8
1899,200301890023,8
1900,20020614179853,8
1901,19920444004198,8
1902,20000498027340,8
1903,19930607450260,8
1904,197201250013,8
1905,20080405015145,8
1906,19990461386488,8
1907,19880445009424,8
1908,1992046113174,8
1909,1998036030730,8
1910,2003053200967,8
1911,19910144038532,8
1912,19970443119183,8
1913,2011040502168,8
1914,2010046711737,8
1915,200003470522052,8
1916,19990461386415,8
1917,19840221008180,8
1918,1998044801034,8
1919,20080405015124,8
1920,20010467161103,8
1921,2009062600117,8
1922,20070405014131,8
1923,19930607450336,8
1924,19950262006256,8
1925,19980262034578,8
1926,19900262001349,8
1927,20040189007130,8
1928,20010445055159,8
1929,199503380151379,8
1930,19750621001228,8
1931,2006040501987,8
1932,2002026208336,8
1933,2009040500710,8
1934,1995026200251,8
1935,200804050151,8
1936,19940532001151,8
1937,20130405045141,8
1938,2005040500311,8
1939,19980476001199,8
1940,2008040501546,8
1941,198603600072,8
1942,19880383127788,8
1943,2012051205562,8
1944,2010046711770,8
1945,2001046716198,8
1946,2003026203579,8
1947,19720154001363,8
1948,19720154001217,8
1949,20030262047286,8
1950,19860309018141,8
1951,19940532001101,8
1952,19960262002336,8
1953,2008049307450,8
1954,1998047600191,8
1955,2013026221427,8
1956,2007014900260,8
1957,2015021301011,8
1958,198603090186,8
1959,19960262002206,8
1960,19960262002266,8
1961,197201250017,8
1962,2003062600297,8
1963,19970464172111,8
1964,2013043310212,8
1965,200704050142,8
1966,19900275002443,8
1967,1995026200699,8
1968,19830262001492,8
1969,19830262001480,8
1970,19920461131171,8
1971,2011026204210,8
1972,19910415004133,8
1973,19930607450289,8
1974,19910144038595,8
1975,19970443119140,8
1976,201401880282,8
1977,200204480162,8
1978,1972015400187,8
1979,19970262007216,8
1980,19930607450325,8
1981,20010493358697,8
1982,200704760026,8
1983,20080405015116,8
1984,2006044801467,8
1985,2002044801694,8
1986,20080493074107,8
1987,20020614179690,8
1988,19900262001245,8
1989,2015026217428,8
1990,201403790183,8
1991,20150405027137,8
1992,201502130103,8
1993,2015026217427,8
1994,2008043516971,8
1995,200804760081,8
1996,19760342001303,8
1997,20050415028112,8
1998,1999014439674,8
1999,2004023000146,8
2000,19920461131203,8
2001,2011026204299,8
2002,20000498027271,8
2003,19870190051542,8
2004,2007040501456,8
2005,19970443119251,8
2006,19960262002361,8
2007,200702620443,8
2008,19720125001212,8
2009,19980476001166,8
2010,2001044800612,8
2011,19760342001372,8
2012,19720154001343,8
2013,19830358021192,8
2014,199304430281228,8
2015,2003044504554,8
2016,19890440015153,8
2017,19980405001244,8
2018,2008043516974,8
2019,20120512055171,8
2020,19980262020168,8
2021,2009025721391,8
2022,19930607450252,8
2023,20140379022137,8
2024,20030189006663,8
2025,20120512055141,8
2026,20050405003109,8
2027,1992046113166,8
2028,19720125001118,8
2029,20030262047157,8
2030,20030532009195,8
2031,19800347002428,8
2032,1994053200135,8
2033,1992030803854,8
2034,19760342001256,8
2035,19890262002122,8
2036,20080405015136,8
2037,19720288002347,8
2038,19880442004483,8
2039,19930607450239,8
2040,20100189017112,8
2041,20050405010139,8
2042,20030532009179,8
2043,19830262001198,8
2044,2005040500375,8
2045,2008043516996,8
2046,20050405003104,8
2047,19720154001128,8
2048,20040355580129,8
2049,1994053200132,8
2050,19950262002200,8
2051,201205120551,8
2052,2013040504587,8
2053,20040355580136,8
2054,19900555003158,8
2055,20040360494122,8
2056,2013026219332,8
2057,2005040500335,8
2058,2010018901766,8
2059,2006040502267,8
2060,19830262001412,8
2061,1986036000778,8
2062,2006040501431,8
2063,198803110017,8
2064,2009012500913,8
2065,198803831271219,8
2066,20070435326759,8
2067,20020614179802,8
2068,19960607684134,8
2069,2007037233384,8
2070,20070435326605,8
2071,19930262005211,8
2072,199804760018,8
2073,2009026212543,8
2074,2001054954189,8
2075,19950492079283,8
2076,2003026203592,8
2077,19780614009404,8
2078,19750621001203,8
2079,2003062600247,8
2080,19830262001419,8
2081,20020614179844,8
2082,201102620324,8
2083,19980476001222,8
2084,20070358265332,8
2085,19880442004526,8
2086,1972012500155,8
2087,19940532001188,8
2088,19900262001250,8
2089,2013021300933,8
2090,19940532001179,8
2091,20070435326766,8
2092,20030154676380,8
2093,2013050202157,8
2094,19980449002566,8
2095,2013044522720,8
2096,20080448008143,8
2097,2013026210077,8
2098,20060405019205,8
2099,2014040502561,8
2100,201302621938,8
2101,2007040502689,8
2102,20020614179845,8
2103,201104050014,8
2104,2009040500725,8
2105,19830358021336,8
2106,201102620477,8
2107,19940532001157,8
2108,2011026203278,8
2109,2007040501414,8
2110,20000370201256,8
2111,1986039501362,8
2112,2009012500912,8
2113,1992046113183,8
2114,2008040501570,8
2115,19980448010154,8
2116,19920461131117,8
2117,200604452198,8
2118,19960188088522,8
2119,2012053202144,8
2120,20010445055344,8
2121,19900262001354,8
2122,19980476001221,8
2123,2011026204762,8
